respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.0830442524681975,0.27101462718739794
26708,0.04165162381857463,0.04280200965912304
26709,0.43375578713126883,0.6774762948916545
26710,0.48091481231816663,0.8839123113746116
26711,0.21280514614521795,0.48730637910017116
26712,0.43666667431218026,0.922423204645907
26713,0.3779868547572389,0.5151121781247984
26714,0.13618552002406908,0.2713071438910558
26715,0.04289038416738773,0.18772112292879767
26716,0.1944843537880538,0.8602466148910266
26717,0.017780993161901508,0.33283493946358544
26718,0.2200058768539113,0.46747806058481817
26719,0.09424023728399743,0.924210529654907
26720,0.08071410246512996,0.16532434506667276
26721,0.4359825985063013,0.40258370088370266
26722,0.04301630533700837,0.06399129198823077
26723,0.656757071425132,0.8409779968974614
26724,0.11549134835623015,0.6035009646456345
26725,0.0404172837225406,0.077033953331734
26726,0.01862284536457602,0.04040386545285244
26727,0.3287355684954617,0.7973833611019543
26728,0.23067821502257094,0.5550014453386782
26729,0.09320025757500952,0.35037670804997845
26730,0.05397835331416889,0.25871626257773883
26731,0.016452653461719202,0.3017967893449264
26732,0.11769123575856101,0.09349741654453206
26733,0.8928640965734265,0.9512701130059573
26734,0.8437531740464822,0.3168421976564061
26735,0.18430400521024937,0.5582115652611028
26736,0.06734028708709541,0.16990882750477299
26737,0.0822412628276275,0.155720873975207
26738,0.6267159256013245,0.8545688906931275
26739,0.11439668433781157,0.2436948938259289
26740,0.13028625663302706,0.13126704074417186
26741,0.20359323398571932,0.9141164029423237
26742,0.14670273353214808,0.5021657927106291
26743,0.048143606270673905,0.5192083594645035
26744,0.07045774746192282,0.6637521640858176
26745,0.08903052729049561,0.9169408352744797
26746,0.12989275323476576,0.3644319599078188
26747,0.0782981356143405,0.2729211708008274
26748,0.08946214712400949,0.05610846635957481
26749,0.07403458940084255,0.6562974950207294
26750,0.6843015302778389,0.9046613422337196
26751,0.32481755997268646,0.7236356104895868
26752,0.020703723949832876,0.022579782467177775
26753,0.2004722447044835,0.6321721930326686
26754,0.0965761759644045,0.5250779306884916
26755,0.1036294870103097,0.3140605089516519
26756,0.014543677430652041,0.036945790168165585
26757,0.4345435427489996,0.5146382311779493
26758,0.6905842270994859,0.9064958696714321
26759,0.05005541185594063,0.30013357976943317
26760,0.012090704145162333,0.02673100911073315
26761,0.14674010845027854,0.5446050330791266
26762,0.16288491788940507,0.8116385395573699
26763,0.8719221145600424,0.9765500567630955
26764,0.930395031376164,0.9689189141050214
26765,0.03064212914497826,0.684252610144247
26766,0.1537351811893593,0.17909739061911598
26767,0.7750121779258016,0.7528165703140117
26768,0.012438966427872261,0.4151877858145489
26769,0.12815648068918145,0.1270880579393891
26770,0.11990632848110373,0.6402337725924685
26771,0.05728528152832129,0.1708066336665159
26772,0.08928149739367276,0.4529590460851399
26773,0.01165613880498961,0.4499253672965159
26774,0.02806528620063197,0.5503442098101796
26775,0.11659127360777846,0.5253988529573657
26776,0.3675065989662355,0.3040017914747344
26777,0.11820167903549988,0.9065960022851215
26778,0.1241834394470395,0.10712610680475664
26779,0.11471227574619336,0.49752232646791844
26780,0.17191438581198118,0.9588596259526407
26781,0.0463681834446833,0.4140160502499603
26782,0.047374361244606304,0.3516565596176952
26783,0.05788837414182889,0.3189323988337937
26784,0.34217313489020185,0.8813782761945045
26785,0.4071840238020931,0.5890073761843736
26786,0.13493759782717935,0.3125567470671614
26787,0.12174995787286598,0.47682958212970344
26788,0.1101569954407399,0.9115566849736427
26789,0.014049693489924528,0.2598775705254504
26790,0.05520019780197951,0.2960015826422136
26791,0.05327809906125169,0.07695040706035057
26792,0.2025934581657055,0.7884516068279795
26793,0.10910651042330533,0.8913816246871096
26794,0.7924063033157608,0.911051228720209
26795,0.04788283037594628,0.9507914896396358
26796,0.054202634100984366,0.0879649156709056
26797,0.09530620157948243,0.6431807661641336
26798,0.1311828314231104,0.11173186712484912
26799,0.27942516677573953,0.22425181053042845
26800,0.03596180076521124,0.9249052953042749
26801,0.3064245971246595,0.4224561688535961
26802,0.09604796701806345,0.19245233401182554
26803,0.05734507890926476,0.1789255252940374
26804,0.05857465565769027,0.08253373195788519
26805,0.07439962683619368,0.18261819405599616
26806,0.061379835776635826,0.8763692851658869
26807,0.6475409966265072,0.9437742398123357
26808,0.2391623601177051,0.5987072318480386
26809,0.7371710244155728,0.1471632237387739
26810,0.03194556973327354,0.08267647913435679
26811,0.05575403437273054,0.05835132424461505
26812,0.11497110195107967,0.6787840273855613
26813,0.3415484183386069,0.29929899946369576
26814,0.03725340141911313,0.43335784574433617
26815,0.06735401273569426,0.14922583388598104
26816,0.04192675064159829,0.19971815354589387
26817,0.14463601705119514,0.6909683072485868
26818,0.06463936112963749,0.24316703446302723
26819,0.4031064433134935,0.4481375725540936
26820,0.11127643920918587,0.3102805525551356
26821,0.10475529448289739,0.4490992539251042
26822,0.22700268863254017,0.6384431333094864
26823,0.44924623989811796,0.517673274032327
26824,0.04544765151836244,0.6933185786205263
26825,0.36789478999021175,0.7355243178214311
26826,0.09274312224627175,0.7105352274035601
26827,0.050091069300472454,0.09716291751485986
26828,0.1824156275244529,0.6729206199887255
26829,0.5831632944493821,0.907415671003661
26830,0.07244929958333785,0.6660408487296012
26831,0.2051993183509631,0.8212259303694304
26832,0.12126360269697624,0.790806639467797
26833,0.006193701463269524,0.24678095338763825
26834,0.1243902626007885,0.47637753030659546
26835,0.3640373583105679,0.8997404287747967
26836,0.15113823053727918,0.6156952813623167
26837,0.04730802485660868,0.015417209547807592
26838,0.10739515382997485,0.43329752041651615
26839,0.15702018546795704,0.575342462506545
26840,0.096038315098873,0.12119978381761244
26841,0.38092697473626713,0.8573733956512767
26842,0.09913864537655874,0.24884518964434377
26843,0.049059653779561,0.019405978336348585
26844,0.030910382753207788,0.42809075464731544
26845,0.0610840160423212,0.6867109855638406
26846,0.07320866376339692,0.7208040626039129
26847,0.31142259350871404,0.07237316865489157
26848,0.03814057405846066,0.6877983054540333
26849,0.12884963016007328,0.6273450020521295
26850,0.5625279041793675,0.6443717593435798
26851,0.04130412104961804,0.06653893440019544
26852,0.030588575748002212,0.09677293702340975
26853,0.487307397146086,0.5467385409867797
26854,0.017190388821927353,0.07635475509752465
26855,0.6189666177546054,0.8882928254414258
26856,0.09679250431334835,0.028221406426804627
26857,0.49956444448109627,0.24820389586195016
26858,0.13346593577258375,0.6196499425043714
26859,0.0738595764548335,0.11126541976984958
26860,0.13058734334756728,0.1085554534916883
26861,0.05690984229183844,0.09111850029944614
26862,0.08385494239535664,0.2130086809826588
26863,0.20008044393724195,0.3906029573631568
26864,0.4732496816151727,0.46561478296976133
26865,0.015035988985792951,0.03829729281508915
26866,0.24996228980622207,0.6762606259210022
26867,0.11146475051267454,0.20013589740288876
26868,0.7460330536723135,0.9161339060468362
26869,0.10628076463241325,0.40412447015629055
26870,0.6155435432658325,0.8233613896571583
26871,0.04092452074305967,0.0277399572501404
26872,0.050748062214944226,0.2535294243323738
26873,0.1787671353770169,0.8921195441761318
26874,0.059288123484564546,0.12690821334216962
26875,0.601208413332694,0.9450637807972657
26876,0.06203694127371851,0.052987847810441226
26877,0.06516796831627115,0.10330543630904859
26878,0.17010323321882295,0.22254268164160987
26879,0.012257808877639418,0.023329027704020386
26880,0.047751871710939704,0.08234817920080358
26881,0.03325297265278575,0.1307823727521743
26882,0.033594624126486984,0.10075629792070637
26883,0.09109117604043807,0.34116368939904573
26884,0.09372545021271693,0.22158605584226473
26885,0.26526192229644874,0.8779867485321237
26886,0.09003204022950016,0.7283526467365767
26887,0.6621016847914931,0.8900751378439293
26888,0.8604971266850425,0.9330646738738231
26889,0.053322327992425,0.15696132753748626
26890,0.10642649792384225,0.3929661625445154
26891,0.31690174770210666,0.4989543113129739
26892,0.12529401565109108,0.7934440422771218
26893,0.06524524961374759,0.18352532238298944
26894,0.15402352803659658,0.2772860396521534
26895,0.10002082527320232,0.8505845152161319
26896,0.04421103959760624,0.07650757189211849
26897,0.051588830142724626,0.3601624453698394
26898,0.24474002219698465,0.6565818175936805
26899,0.04536203058585786,0.0581933417112294
26900,0.13801288366274883,0.34514238966036426
26901,0.008953060358142941,0.2822749456055587
26902,0.17143268168766038,0.9447967395679386
26903,0.18442834824731758,0.04329664463137211
26904,0.06503905366080406,0.3860862638858253
26905,0.31975250391633764,0.7755052605910688
26906,0.0720393330724297,0.32065156320102595
26907,0.011033958546589888,0.5118289105858546
26908,0.12951307976937745,0.7096345851148248
26909,0.0703090779467234,0.26802915943383626
26910,0.10338828109310684,0.2613015797486886
26911,0.06302604022363598,0.09510800679996703
26912,0.46447751712572155,0.9388924238943553
26913,0.7622419917152297,0.8705093820677002
26914,0.07867357000959756,0.16575621252320777
26915,0.13109118940771972,0.7153693082159541
26916,0.06560199022701772,0.30841080226922807
26917,0.006737513099812686,0.013209877093622062
26918,0.706336956515018,0.9247252905550916
26919,0.3070733497243814,0.6063442689973232
26920,0.03677333593047716,0.14567243194617088
26921,0.12497981237179875,0.8450507608341031
26922,0.05475817922857232,0.7594314311620377
26923,0.07872914200742702,0.46947505165990533
26924,0.6924023300809449,0.8920498713854025
26925,0.10417360649215124,0.47021046547732476
26926,0.5852997044037923,0.40282430657915363
26927,0.33667646031303405,0.7180332316627503
26928,0.06592759493810972,0.542248608988283
26929,0.06746395475169695,0.13817388145094922
26930,0.7510960034127429,0.9130657341837628
26931,0.0872610992204474,0.3524784381103539
26932,0.054365788850301654,0.8403484082352124
26933,0.09020752620858925,0.8014129588484726
26934,0.5538255288586741,0.7565954488080119
26935,0.1650940933338793,0.5141152032629656
26936,0.5051858668994843,0.1923022985164896
26937,0.25480159382869133,0.6878080554051573
26938,0.07845009236833722,0.05140562245572679
26939,0.027284484795156147,0.035244778638375704
26940,0.0728501424101859,0.12025414132611932
26941,0.052284357124631524,0.3751873040531245
26942,0.6106756152103734,0.8564638273730016
26943,0.14585889155410506,0.6668842603729821
26944,0.10359072457615232,0.23906751592894043
26945,0.13061411794573236,0.5700382704851501
26946,0.13843620238840212,0.7822924398735905
26947,0.17263092342228603,0.5624786513953132
26948,0.018140551364145406,0.0599114503801004
26949,0.01786729170533022,0.03419461890971347
26950,0.04737547546078532,0.5520898265184487
26951,0.08232717184842919,0.34565318008362894
26952,0.8685562851360894,0.9439330644552428
26953,0.778683235512793,0.9685503491737445
26954,0.052158072058651216,0.15994682743073094
26955,0.18320534221739762,0.6115380848635779
26956,0.16748531664228317,0.35255236676351726
26957,0.028692536955206113,0.8870101460542598
26958,0.298418419005185,0.7517868361581208
26959,0.042841049471019015,0.2519882817104146
26960,0.030470290218054613,0.044705669375025785
26961,0.18502213236292003,0.5219873484148514
26962,0.20048386018130504,0.9195511821275564
26963,0.15381204822515665,0.293301164923458
26964,0.09804940237342377,0.14613400339036206
26965,0.8329249513905199,0.9625021931950897
26966,0.01716218407482714,0.032613706871084704
26967,0.17905960122942619,0.43963684743953824
26968,0.03654042274545858,0.7576936834497698
26969,0.03265379436215131,0.17744918120451586
